university_id;grant_id;start_date;amount;name;creation_date;title;category;lab_id;extra_info;director_id;director_name;date_of_birth
278;963;08/01/2020;1772;Sweeney Inc;07/01/2025;Establish;four;;;500963;Tomás Nogueira;18/08/1986
149;963;13/09/2020;4270;Lewis-Nguyen;21/08/2025;Establish;four;;;500963;Tomás Nogueira;18/08/1986
201;963;12/07/2025;2355;Harris, Cline and Johnson;25/01/2025;Establish;four;;;500963;Tomás Nogueira;18/08/1986
353;963;03/06/2025;1513;Roach, Terry and Estrada;30/12/2024;Establish;four;48.0;partner;500963;Tomás Nogueira;18/08/1986
460;963;27/11/2023;4524;Brown, Owens and Mcconnell;30/03/2024;Establish;four;180.0;instead;500963;Tomás Nogueira;18/08/1986
128;963;09/05/2021;670;Hayes Group;12/09/2021;Establish;four;127.0;anyone;500963;Tomás Nogueira;18/08/1986
282;963;28/01/2020;4402;Reyes-Wright;21/11/2021;Establish;four;;;500963;Tomás Nogueira;18/08/1986
348;963;19/10/2025;4758;Hicks Group;29/06/2024;Establish;four;;;500963;Tomás Nogueira;18/08/1986
401;963;07/12/2021;1862;Benson Group;05/12/2024;Establish;four;;;500963;Tomás Nogueira;18/08/1986
412;963;19/06/2022;615;Rios PLC;05/01/2025;Establish;four;;;500963;Tomás Nogueira;18/08/1986
415;963;17/03/2025;987;Pearson, Petty and Stewart;20/05/2021;Establish;four;;;500963;Tomás Nogueira;18/08/1986
55;963;16/03/2020;1103;Rhodes and Sons;05/07/2024;Establish;four;;;500963;Tomás Nogueira;18/08/1986
280;962;07/09/2025;2954;Nash, Odom and Hudson;27/12/2023;Above;drop;;;500962;Tomás Martins;13/08/1964
370;962;05/06/2021;3809;Logan, Torres and Murphy;04/04/2022;Above;drop;84.0;writer;500962;Tomás Martins;13/08/1964
229;962;15/05/2024;3879;Cherry and Sons;20/05/2024;Above;drop;;;500962;Tomás Martins;13/08/1964
413;962;25/06/2024;4619;Harrington, Smith and Aguirre;05/02/2023;Above;drop;;;500962;Tomás Martins;13/08/1964
429;962;01/07/2025;474;Dickson-Patterson;20/06/2024;Above;drop;;;500962;Tomás Martins;13/08/1964
285;962;02/02/2022;2550;Ortega-Sharp;06/02/2025;Above;drop;165.0;land;500962;Tomás Martins;13/08/1964
40;962;04/02/2020;4683;Moore, Thompson and Rios;14/01/2024;Above;drop;;;500962;Tomás Martins;13/08/1964
289;962;14/04/2021;1119;Weaver Inc;22/01/2023;Above;drop;6.0;present;500962;Tomás Martins;13/08/1964
289;962;14/04/2021;1119;Weaver Inc;22/01/2023;Above;drop;196.0;could;500962;Tomás Martins;13/08/1964
88;961;07/01/2022;3266;Santiago-Dominguez;15/06/2025;Some;star;;;500961;Tomás Lopes;06/07/1988
417;961;30/09/2023;1748;Morris-Hill;01/09/2023;Some;star;;;500961;Tomás Lopes;06/07/1988
15;961;06/07/2022;822;Hamilton, Shepherd and Howard;27/07/2023;Some;star;;;500961;Tomás Lopes;06/07/1988
197;961;25/02/2020;2523;Melendez PLC;04/06/2024;Some;star;;;500961;Tomás Lopes;06/07/1988
369;961;05/08/2025;3367;Campbell, Jones and Reynolds;24/04/2021;Some;star;;;500961;Tomás Lopes;06/07/1988
399;961;24/11/2022;4973;Hess PLC;29/06/2025;Some;star;;;500961;Tomás Lopes;06/07/1988
383;961;13/03/2023;3610;Park-Maddox;03/04/2025;Some;star;;;500961;Tomás Lopes;06/07/1988
170;961;24/05/2022;3823;Anderson-Hart;20/03/2025;Some;star;;;500961;Tomás Lopes;06/07/1988
8;960;27/08/2025;2818;Stanley-Martin;18/04/2025;Animal;station;;;500960;Tomás Jardim;28/12/1979
297;960;05/12/2021;4404;Jackson-Mendez;21/09/2022;Animal;station;;;500960;Tomás Jardim;28/12/1979
283;960;27/07/2025;1604;Gardner-Rodriguez;02/05/2021;Animal;station;;;500960;Tomás Jardim;28/12/1979
137;960;01/05/2022;3130;Armstrong, Vargas and Smith;05/01/2025;Animal;station;106.0;stand;500960;Tomás Jardim;28/12/1979
376;960;21/12/2025;1360;Miller, Mendoza and Martinez;19/05/2025;Animal;station;16.0;trial;500960;Tomás Jardim;28/12/1979
376;960;21/12/2025;1360;Miller, Mendoza and Martinez;19/05/2025;Animal;station;116.0;who;500960;Tomás Jardim;28/12/1979
251;960;11/12/2022;257;Montoya-Oneill;08/10/2025;Animal;station;;;500960;Tomás Jardim;28/12/1979
23;960;29/07/2024;4209;Wells LLC;21/06/2024;Animal;station;;;500960;Tomás Jardim;28/12/1979
191;960;03/12/2025;892;Odonnell PLC;30/12/2024;Animal;station;;;500960;Tomás Jardim;28/12/1979
325;959;15/07/2020;323;Turner-Hancock;09/08/2023;Idea;already;;;500959;Tomás Ibrahim;18/09/1979
40;959;10/04/2021;3779;Moore, Thompson and Rios;14/01/2024;Idea;already;;;500959;Tomás Ibrahim;18/09/1979
376;959;02/09/2021;524;Miller, Mendoza and Martinez;19/05/2025;Idea;already;16.0;trial;500959;Tomás Ibrahim;18/09/1979
376;959;02/09/2021;524;Miller, Mendoza and Martinez;19/05/2025;Idea;already;116.0;who;500959;Tomás Ibrahim;18/09/1979
358;959;07/07/2023;4078;Madden-Taylor;30/12/2022;Idea;already;;;500959;Tomás Ibrahim;18/09/1979
126;959;05/11/2023;2087;Sanders PLC;02/03/2022;Idea;already;40.0;deep;500959;Tomás Ibrahim;18/09/1979
126;959;05/11/2023;2087;Sanders PLC;02/03/2022;Idea;already;54.0;power;500959;Tomás Ibrahim;18/09/1979
166;959;19/10/2025;285;Reyes Inc;19/05/2023;Idea;already;;;500959;Tomás Ibrahim;18/09/1979
134;959;13/06/2022;4214;Garrison-Buck;17/01/2022;Idea;already;139.0;say;500959;Tomás Ibrahim;18/09/1979
39;959;26/10/2025;1308;Nichols, Pratt and Pruitt;11/09/2022;Idea;already;;;500959;Tomás Ibrahim;18/09/1979
465;959;07/05/2022;1633;Young-Ramos;05/08/2022;Idea;already;118.0;I;500959;Tomás Ibrahim;18/09/1979
490;959;24/11/2025;1921;Sims, Nelson and Serrano;03/11/2021;Idea;already;;;500959;Tomás Ibrahim;18/09/1979
256;959;13/01/2026;3876;Williams-Knight;07/10/2022;Idea;already;;;500959;Tomás Ibrahim;18/09/1979
280;959;15/03/2021;1273;Nash, Odom and Hudson;27/12/2023;Idea;already;;;500959;Tomás Ibrahim;18/09/1979
100;959;27/11/2020;3663;Thompson, Carroll and Robinson;04/08/2022;Idea;already;;;500959;Tomás Ibrahim;18/09/1979
403;959;03/03/2023;503;Higgins-Morris;18/07/2023;Idea;already;;;500959;Tomás Ibrahim;18/09/1979
234;958;28/06/2025;1191;Lee, Green and Juarez;16/05/2023;However;cultural;53.0;notice;500958;Tomás Henriques;04/04/1957
201;958;05/04/2023;3850;Harris, Cline and Johnson;25/01/2025;However;cultural;;;500958;Tomás Henriques;04/04/1957
338;958;16/10/2023;2225;Reyes Inc;31/12/2025;However;cultural;;;500958;Tomás Henriques;04/04/1957
185;958;16/08/2021;3474;Hoffman and Sons;06/06/2022;However;cultural;143.0;radio;500958;Tomás Henriques;04/04/1957
239;958;05/06/2022;2726;Sims Group;04/03/2023;However;cultural;176.0;guess;500958;Tomás Henriques;04/04/1957
44;958;10/04/2023;1348;Vazquez-Collins;23/07/2021;However;cultural;185.0;talk;500958;Tomás Henriques;04/04/1957
170;957;13/02/2024;1344;Anderson-Hart;20/03/2025;See;main;;;500957;Tomás Gomes;23/02/1960
217;957;26/10/2024;1544;Bates, Jordan and Ray;24/05/2022;See;main;;;500957;Tomás Gomes;23/02/1960
247;957;17/04/2020;390;Johnson Group;10/11/2023;See;main;;;500957;Tomás Gomes;23/02/1960
406;957;17/12/2020;1191;Michael, Aguilar and Stephenson;25/06/2024;See;main;;;500957;Tomás Gomes;23/02/1960
286;957;18/02/2020;2767;Nelson, Nguyen and French;30/11/2021;See;main;;;500957;Tomás Gomes;23/02/1960
249;957;27/06/2024;2656;Larsen-Guerra;27/03/2022;See;main;;;500957;Tomás Gomes;23/02/1960
5;957;05/10/2021;1502;Shaw-Houston;25/08/2025;See;main;;;500957;Tomás Gomes;23/02/1960
360;956;11/04/2021;3489;Lin-Aguilar;12/10/2022;Debate;put;;;500956;Tomás Ferreira;30/09/1963
117;956;02/08/2024;4059;Warren LLC;22/08/2023;Debate;put;;;500956;Tomás Ferreira;30/09/1963
395;956;25/05/2023;3064;Greene, Brown and Jones;06/08/2024;Debate;put;;;500956;Tomás Ferreira;30/09/1963
219;956;03/07/2020;286;Matthews-Kelly;26/10/2024;Debate;put;;;500956;Tomás Ferreira;30/09/1963
337;956;11/02/2020;1778;Kirk-Horn;22/03/2022;Debate;put;;;500956;Tomás Ferreira;30/09/1963
431;956;16/08/2024;2667;Herrera Ltd;08/05/2021;Debate;put;131.0;nor;500956;Tomás Ferreira;30/09/1963
33;956;09/09/2021;4778;Clark-Evans;05/07/2024;Debate;put;;;500956;Tomás Ferreira;30/09/1963
74;956;14/10/2022;4313;Donovan-Patel;15/11/2024;Debate;put;;;500956;Tomás Ferreira;30/09/1963
301;975;18/09/2024;3652;Murphy-Miller;07/05/2025;Another;be;39.0;fine;500975;Tomás Faria;13/08/1965
57;975;29/04/2020;3724;Smith Inc;07/06/2024;Another;be;;;500975;Tomás Faria;13/08/1965
15;975;30/08/2020;1680;Hamilton, Shepherd and Howard;27/07/2023;Another;be;;;500975;Tomás Faria;13/08/1965
321;975;21/01/2025;979;Leon LLC;13/11/2024;Another;be;;;500975;Tomás Faria;13/08/1965
47;975;28/11/2021;1209;Peterson, Fletcher and Myers;30/11/2021;Another;be;;;500975;Tomás Faria;13/08/1965
383;975;13/03/2025;4648;Park-Maddox;03/04/2025;Another;be;;;500975;Tomás Faria;13/08/1965
4;975;08/04/2024;4305;Irwin Ltd;28/11/2021;Another;be;70.0;perform;500975;Tomás Faria;13/08/1965
190;955;21/06/2024;2203;Chen, Rasmussen and Pena;04/04/2022;Bank;present;;;500955;Tomás Esteves;19/04/1969
333;955;02/12/2025;4954;Martinez, Crawford and Scott;15/04/2021;Bank;present;;;500955;Tomás Esteves;19/04/1969
37;955;13/07/2021;3601;Harris Inc;14/04/2025;Bank;present;;;500955;Tomás Esteves;19/04/1969
373;955;27/07/2021;767;Smith, Wright and Hodges;25/02/2022;Bank;present;;;500955;Tomás Esteves;19/04/1969
294;955;06/08/2025;4283;Callahan Group;25/12/2024;Bank;present;;;500955;Tomás Esteves;19/04/1969
201;955;16/06/2024;2704;Harris, Cline and Johnson;25/01/2025;Bank;present;;;500955;Tomás Esteves;19/04/1969
294;955;05/07/2021;1733;Callahan Group;25/12/2024;Bank;present;;;500955;Tomás Esteves;19/04/1969
425;955;29/12/2024;942;Trujillo-Torres;03/06/2022;Bank;present;;;500955;Tomás Esteves;19/04/1969
445;955;24/05/2020;4413;Evans-Baker;28/10/2025;Bank;present;35.0;value;500955;Tomás Esteves;19/04/1969
445;955;24/05/2020;4413;Evans-Baker;28/10/2025;Bank;present;50.0;idea;500955;Tomás Esteves;19/04/1969
445;955;24/05/2020;4413;Evans-Baker;28/10/2025;Bank;present;164.0;draw;500955;Tomás Esteves;19/04/1969
458;955;20/12/2024;2438;Petty-Freeman;30/01/2023;Bank;present;;;500955;Tomás Esteves;19/04/1969
194;955;29/06/2025;880;Rice, Jones and Martin;16/11/2025;Bank;present;78.0;send;500955;Tomás Esteves;19/04/1969
135;955;23/03/2024;4482;Willis Ltd;01/12/2022;Bank;present;;;500955;Tomás Esteves;19/04/1969
139;974;29/09/2022;4655;Reed LLC;24/05/2024;Task;either;124.0;face;500974;Tomás Domingues;28/11/1958
191;974;22/02/2021;706;Odonnell PLC;30/12/2024;Task;either;;;500974;Tomás Domingues;28/11/1958
226;974;28/02/2021;3803;Murillo, Mitchell and Walker;26/01/2023;Task;either;;;500974;Tomás Domingues;28/11/1958
375;974;01/03/2025;4601;Martin-White;23/10/2023;Task;either;;;500974;Tomás Domingues;28/11/1958
196;974;26/11/2024;1517;Jordan-Hart;19/05/2023;Task;either;193.0;let;500974;Tomás Domingues;28/11/1958
383;974;14/08/2022;3448;Park-Maddox;03/04/2025;Task;either;;;500974;Tomás Domingues;28/11/1958
446;974;16/02/2026;4998;Wilson Group;30/04/2022;Task;either;;;500974;Tomás Domingues;28/11/1958
134;974;20/04/2025;2626;Garrison-Buck;17/01/2022;Task;either;139.0;say;500974;Tomás Domingues;28/11/1958
226;974;26/08/2023;4985;Murillo, Mitchell and Walker;26/01/2023;Task;either;;;500974;Tomás Domingues;28/11/1958
471;974;26/12/2023;1031;Mccarthy PLC;06/07/2023;Task;either;167.0;main;500974;Tomás Domingues;28/11/1958
197;954;08/10/2021;2256;Melendez PLC;04/06/2024;Rich;response;;;500954;Tomás Dias;25/05/1986
462;954;29/10/2021;4306;Mcneil Inc;06/06/2024;Rich;response;86.0;science;500954;Tomás Dias;25/05/1986
418;954;30/07/2025;4428;Henson Inc;09/04/2021;Rich;response;194.0;participant;500954;Tomás Dias;25/05/1986
303;954;20/01/2026;2087;Brown-Thompson;20/07/2025;Rich;response;129.0;nearly;500954;Tomás Dias;25/05/1986
380;954;03/11/2023;4486;Hayes, Davis and Stevens;25/11/2021;Rich;response;;;500954;Tomás Dias;25/05/1986
424;954;26/04/2023;1670;Cross Ltd;04/12/2023;Rich;response;;;500954;Tomás Dias;25/05/1986
313;954;19/10/2021;2032;Vincent-Jenkins;24/10/2021;Rich;response;;;500954;Tomás Dias;25/05/1986
319;973;06/02/2021;4013;Moore, Landry and Morgan;22/07/2022;Statement;minute;25.0;leg;500973;Tomás Correia;15/03/1987
319;973;06/02/2021;4013;Moore, Landry and Morgan;22/07/2022;Statement;minute;146.0;structure;500973;Tomás Correia;15/03/1987
101;973;14/05/2020;4715;Mckee, Robinson and White;21/08/2021;Statement;minute;;;500973;Tomás Correia;15/03/1987
445;973;09/01/2022;1684;Evans-Baker;28/10/2025;Statement;minute;35.0;value;500973;Tomás Correia;15/03/1987
445;973;09/01/2022;1684;Evans-Baker;28/10/2025;Statement;minute;50.0;idea;500973;Tomás Correia;15/03/1987
445;973;09/01/2022;1684;Evans-Baker;28/10/2025;Statement;minute;164.0;draw;500973;Tomás Correia;15/03/1987
186;973;05/10/2023;1315;Mason, Foster and Woodward;29/12/2022;Statement;minute;;;500973;Tomás Correia;15/03/1987
28;973;19/07/2025;4164;Martin, Fisher and Kramer;04/06/2025;Statement;minute;;;500973;Tomás Correia;15/03/1987
273;953;20/09/2025;2998;Campbell, Lester and Webb;08/02/2024;Foot;medical;;;500953;Tomás Cardoso;01/06/1971
357;953;12/07/2024;1627;Cruz, Powers and Strickland;21/10/2025;Foot;medical;148.0;discuss;500953;Tomás Cardoso;01/06/1971
111;953;05/03/2022;4154;Green, Hill and Bennett;14/05/2021;Foot;medical;;;500953;Tomás Cardoso;01/06/1971
107;953;25/02/2024;2846;Barnett-Watson;15/07/2025;Foot;medical;;;500953;Tomás Cardoso;01/06/1971
90;953;14/11/2022;1795;Morris Inc;01/11/2024;Foot;medical;;;500953;Tomás Cardoso;01/06/1971
481;953;19/06/2022;4824;Miller, Taylor and Smith;09/09/2023;Foot;medical;;;500953;Tomás Cardoso;01/06/1971
228;953;24/08/2023;1114;Fields, Owen and Cherry;10/01/2023;Foot;medical;;;500953;Tomás Cardoso;01/06/1971
438;953;17/06/2021;3622;Randolph, Carr and Spencer;28/07/2022;Foot;medical;;;500953;Tomás Cardoso;01/06/1971
500;953;23/07/2025;673;Martinez PLC;13/09/2024;Foot;medical;43.0;wall;500953;Tomás Cardoso;01/06/1971
109;953;14/08/2021;1971;Miranda, Lane and Baird;18/10/2022;Foot;medical;85.0;audience;500953;Tomás Cardoso;01/06/1971
109;953;14/08/2021;1971;Miranda, Lane and Baird;18/10/2022;Foot;medical;111.0;talk;500953;Tomás Cardoso;01/06/1971
256;953;04/04/2024;2010;Williams-Knight;07/10/2022;Foot;medical;;;500953;Tomás Cardoso;01/06/1971
132;953;04/07/2024;3549;Thomas PLC;11/02/2023;Foot;medical;34.0;while;500953;Tomás Cardoso;01/06/1971
231;972;02/11/2021;491;Price-Watson;08/12/2025;Recently;social;28.0;direction;500972;Tomás Batista;09/04/1968
296;972;13/12/2023;2665;Mcclure-Dean;24/03/2023;Recently;social;;;500972;Tomás Batista;09/04/1968
24;972;06/03/2021;3799;Warren, Ferguson and Davis;02/04/2021;Recently;social;;;500972;Tomás Batista;09/04/1968
224;972;12/01/2023;3508;Swanson, Acosta and Richards;25/02/2025;Recently;social;8.0;reflect;500972;Tomás Batista;09/04/1968
224;972;12/01/2023;3508;Swanson, Acosta and Richards;25/02/2025;Recently;social;51.0;miss;500972;Tomás Batista;09/04/1968
224;972;12/01/2023;3508;Swanson, Acosta and Richards;25/02/2025;Recently;social;59.0;either;500972;Tomás Batista;09/04/1968
103;972;13/07/2023;4727;Thomas PLC;03/11/2025;Recently;social;;;500972;Tomás Batista;09/04/1968
243;972;04/02/2020;775;Moss, Fernandez and Gentry;18/05/2023;Recently;social;;;500972;Tomás Batista;09/04/1968
38;972;24/01/2023;4857;Stevenson Ltd;20/11/2024;Recently;social;;;500972;Tomás Batista;09/04/1968
211;972;06/09/2021;1516;Patrick-Ponce;15/01/2025;Recently;social;175.0;at;500972;Tomás Batista;09/04/1968
118;972;15/12/2024;4020;Clark Ltd;11/12/2024;Recently;social;66.0;ahead;500972;Tomás Batista;09/04/1968
54;972;25/10/2023;3877;Cunningham-Holt;12/09/2025;Recently;social;;;500972;Tomás Batista;09/04/1968
356;972;21/10/2024;3368;King, Howard and Stevens;17/10/2025;Recently;social;;;500972;Tomás Batista;09/04/1968
72;952;16/10/2025;4602;Gonzales, Black and Stewart;30/09/2021;Another;outside;;;500952;Tomás Barbosa;15/07/1976
394;952;05/11/2025;1173;Gomez, Lee and Fry;17/06/2025;Another;outside;;;500952;Tomás Barbosa;15/07/1976
109;952;07/02/2025;1272;Miranda, Lane and Baird;18/10/2022;Another;outside;85.0;audience;500952;Tomás Barbosa;15/07/1976
109;952;07/02/2025;1272;Miranda, Lane and Baird;18/10/2022;Another;outside;111.0;talk;500952;Tomás Barbosa;15/07/1976
205;952;20/09/2024;347;Neal, Cook and Thompson;09/09/2025;Another;outside;;;500952;Tomás Barbosa;15/07/1976
59;952;23/11/2025;3171;Edwards and Sons;16/01/2022;Another;outside;;;500952;Tomás Barbosa;15/07/1976
51;952;16/12/2025;2050;Oconnor-Jones;16/10/2022;Another;outside;;;500952;Tomás Barbosa;15/07/1976
100;952;12/03/2023;1549;Thompson, Carroll and Robinson;04/08/2022;Another;outside;;;500952;Tomás Barbosa;15/07/1976
159;952;11/12/2023;3580;Bradford-Reed;14/04/2022;Another;outside;30.0;less;500952;Tomás Barbosa;15/07/1976
159;952;11/12/2023;3580;Bradford-Reed;14/04/2022;Another;outside;119.0;once;500952;Tomás Barbosa;15/07/1976
493;952;05/01/2024;709;Ford, Frazier and Wallace;30/03/2024;Another;outside;;;500952;Tomás Barbosa;15/07/1976
330;952;18/09/2024;142;Bates Group;29/05/2022;Another;outside;;;500952;Tomás Barbosa;15/07/1976
494;971;19/12/2022;889;Obrien Group;07/02/2024;Money;box;171.0;hit;500971;Tomás Araujo;14/05/1966
247;971;16/04/2024;4218;Johnson Group;10/11/2023;Money;box;;;500971;Tomás Araujo;14/05/1966
432;971;26/02/2022;3723;Morgan-Lloyd;13/08/2022;Money;box;;;500971;Tomás Araujo;14/05/1966
185;971;03/05/2022;4966;Hoffman and Sons;06/06/2022;Money;box;143.0;radio;500971;Tomás Araujo;14/05/1966
30;971;16/06/2020;3353;Wright-Robinson;29/07/2023;Money;box;;;500971;Tomás Araujo;14/05/1966
7;971;22/02/2025;3903;Edwards-Robles;02/10/2021;Money;box;41.0;language;500971;Tomás Araujo;14/05/1966
7;971;22/02/2025;3903;Edwards-Robles;02/10/2021;Money;box;122.0;gas;500971;Tomás Araujo;14/05/1966
82;971;11/06/2025;2482;Williams-Ochoa;15/05/2025;Money;box;;;500971;Tomás Araujo;14/05/1966
423;971;13/08/2022;225;Cannon Group;13/08/2024;Money;box;121.0;interview;500971;Tomás Araujo;14/05/1966
321;971;13/11/2024;1375;Leon LLC;13/11/2024;Money;box;;;500971;Tomás Araujo;14/05/1966
33;971;10/04/2024;472;Clark-Evans;05/07/2024;Money;box;;;500971;Tomás Araujo;14/05/1966
126;951;11/11/2023;623;Sanders PLC;02/03/2022;Rock;born;40.0;deep;500951;Tomás Almeida;26/09/1957
126;951;11/11/2023;623;Sanders PLC;02/03/2022;Rock;born;54.0;power;500951;Tomás Almeida;26/09/1957
409;951;30/05/2024;2164;Bolton and Sons;10/10/2025;Rock;born;155.0;unit;500951;Tomás Almeida;26/09/1957
71;951;30/05/2023;4678;Ruiz-Long;11/01/2026;Rock;born;108.0;manage;500951;Tomás Almeida;26/09/1957
391;951;25/08/2022;2693;Rogers, Lamb and Torres;03/02/2023;Rock;born;;;500951;Tomás Almeida;26/09/1957
154;951;11/06/2025;4838;Watkins and Sons;19/05/2023;Rock;born;;;500951;Tomás Almeida;26/09/1957
143;951;08/04/2024;3598;Hess and Sons;29/01/2023;Rock;born;;;500951;Tomás Almeida;26/09/1957
357;951;10/10/2025;2861;Cruz, Powers and Strickland;21/10/2025;Rock;born;148.0;discuss;500951;Tomás Almeida;26/09/1957
454;951;26/01/2023;2889;Bryan Group;23/08/2021;Rock;born;;;500951;Tomás Almeida;26/09/1957
132;951;13/07/2020;251;Thomas PLC;11/02/2023;Rock;born;34.0;while;500951;Tomás Almeida;26/09/1957
352;951;23/07/2024;2750;Pierce PLC;01/07/2023;Rock;born;;;500951;Tomás Almeida;26/09/1957
73;951;08/04/2025;2447;Tapia, Lopez and Green;03/12/2021;Rock;born;;;500951;Tomás Almeida;26/09/1957
359;445;02/03/2025;432;Meyer Ltd;02/10/2025;Natural;suffer;;;500445;Tiago Vieira;15/12/1975
351;445;29/03/2021;379;Knight, Wall and Kelly;26/04/2023;Natural;suffer;;;500445;Tiago Vieira;15/12/1975
258;445;18/10/2025;703;Cantrell, Evans and Guerrero;31/01/2023;Natural;suffer;;;500445;Tiago Vieira;15/12/1975
225;445;16/11/2023;4143;Allen, Arroyo and Moore;28/02/2021;Natural;suffer;92.0;too;500445;Tiago Vieira;15/12/1975
225;445;16/11/2023;4143;Allen, Arroyo and Moore;28/02/2021;Natural;suffer;191.0;here;500445;Tiago Vieira;15/12/1975
499;445;14/07/2021;671;Conley-Davenport;04/10/2025;Natural;suffer;;;500445;Tiago Vieira;15/12/1975
369;445;04/08/2021;4315;Campbell, Jones and Reynolds;24/04/2021;Natural;suffer;;;500445;Tiago Vieira;15/12/1975
34;445;02/10/2025;927;Brown and Sons;02/05/2024;Natural;suffer;138.0;lawyer;500445;Tiago Vieira;15/12/1975
289;445;02/02/2022;4575;Weaver Inc;22/01/2023;Natural;suffer;6.0;present;500445;Tiago Vieira;15/12/1975
289;445;02/02/2022;4575;Weaver Inc;22/01/2023;Natural;suffer;196.0;could;500445;Tiago Vieira;15/12/1975
325;445;29/05/2024;4954;Turner-Hancock;09/08/2023;Natural;suffer;;;500445;Tiago Vieira;15/12/1975
141;445;11/12/2022;4688;Cruz, Wright and Strickland;27/01/2026;Natural;suffer;94.0;ground;500445;Tiago Vieira;15/12/1975
97;445;04/10/2023;2058;Ferguson Ltd;22/07/2025;Natural;suffer;;;500445;Tiago Vieira;15/12/1975
437;444;26/02/2022;3553;Ramos, Moreno and Gay;27/09/2022;Professor;happen;158.0;health;500444;Tiago Teixeira;08/06/1977
169;444;26/02/2024;426;Miller-Miller;18/02/2021;Professor;happen;;;500444;Tiago Teixeira;08/06/1977
87;444;24/06/2021;4120;Mcpherson-Barrera;30/11/2024;Professor;happen;;;500444;Tiago Teixeira;08/06/1977
299;444;11/01/2025;4990;Morris, Mcmillan and Williams;21/03/2025;Professor;happen;;;500444;Tiago Teixeira;08/06/1977
69;444;16/11/2021;3910;French-Ferguson;24/06/2024;Professor;happen;;;500444;Tiago Teixeira;08/06/1977
91;444;24/08/2022;2414;Page-Brown;05/07/2025;Professor;happen;;;500444;Tiago Teixeira;08/06/1977
143;444;08/02/2022;919;Hess and Sons;29/01/2023;Professor;happen;;;500444;Tiago Teixeira;08/06/1977
213;444;07/05/2025;3040;Stephens-Chavez;24/12/2024;Professor;happen;87.0;both;500444;Tiago Teixeira;08/06/1977
196;444;25/04/2022;2438;Jordan-Hart;19/05/2023;Professor;happen;193.0;let;500444;Tiago Teixeira;08/06/1977
163;444;02/11/2023;4342;Maxwell-Roy;01/07/2022;Professor;happen;;;500444;Tiago Teixeira;08/06/1977
176;444;08/02/2020;4069;Chandler, Reed and Butler;11/11/2023;Professor;happen;;;500444;Tiago Teixeira;08/06/1977
34;443;20/06/2023;1689;Brown and Sons;02/05/2024;Nearly;area;138.0;lawyer;500443;Tiago Santos;25/02/1980
102;443;20/07/2025;3434;Patterson Ltd;25/10/2022;Nearly;area;183.0;put;500443;Tiago Santos;25/02/1980
481;443;28/11/2021;3125;Miller, Taylor and Smith;09/09/2023;Nearly;area;;;500443;Tiago Santos;25/02/1980
203;443;23/06/2020;4176;Huff-Mccoy;25/04/2025;Nearly;area;;;500443;Tiago Santos;25/02/1980
264;443;17/09/2021;4631;Nichols-Ponce;22/12/2025;Nearly;area;145.0;rise;500443;Tiago Santos;25/02/1980
257;443;21/01/2022;2951;Bowman, Thomas and Mosley;22/11/2021;Nearly;area;;;500443;Tiago Santos;25/02/1980
327;442;24/07/2025;3929;Sexton-Hill;10/01/2022;Professor;with;72.0;leader;500442;Tiago Ramos;26/03/1977
373;442;11/10/2025;2196;Smith, Wright and Hodges;25/02/2022;Professor;with;;;500442;Tiago Ramos;26/03/1977
168;442;03/04/2021;2254;Phillips, Tyler and Turner;10/03/2024;Professor;with;45.0;kid;500442;Tiago Ramos;26/03/1977
168;442;03/04/2021;2254;Phillips, Tyler and Turner;10/03/2024;Professor;with;168.0;specific;500442;Tiago Ramos;26/03/1977
356;442;05/01/2025;4894;King, Howard and Stevens;17/10/2025;Professor;with;;;500442;Tiago Ramos;26/03/1977
78;442;12/09/2021;1798;Herrera LLC;04/02/2024;Professor;with;;;500442;Tiago Ramos;26/03/1977
139;442;29/01/2024;2916;Reed LLC;24/05/2024;Professor;with;124.0;face;500442;Tiago Ramos;26/03/1977
417;442;06/12/2025;2539;Morris-Hill;01/09/2023;Professor;with;;;500442;Tiago Ramos;26/03/1977
110;442;12/02/2021;1113;Davis-Carrillo;08/09/2021;Professor;with;;;500442;Tiago Ramos;26/03/1977
301;442;22/02/2020;3048;Murphy-Miller;07/05/2025;Professor;with;39.0;fine;500442;Tiago Ramos;26/03/1977
285;442;13/10/2025;4832;Ortega-Sharp;06/02/2025;Professor;with;165.0;land;500442;Tiago Ramos;26/03/1977
14;442;03/07/2020;2291;Torres-Garcia;31/10/2023;Professor;with;;;500442;Tiago Ramos;26/03/1977
412;442;26/03/2020;3848;Rios PLC;05/01/2025;Professor;with;;;500442;Tiago Ramos;26/03/1977
354;442;04/09/2020;933;Jackson and Sons;11/09/2021;Professor;with;;;500442;Tiago Ramos;26/03/1977
61;441;16/11/2023;4592;Cabrera, Avila and Williams;15/02/2023;Benefit;garden;80.0;above;500441;Tiago Quaresma;23/12/1987
391;441;17/01/2022;196;Rogers, Lamb and Torres;03/02/2023;Benefit;garden;;;500441;Tiago Quaresma;23/12/1987
26;441;26/09/2024;2637;Lloyd LLC;08/05/2024;Benefit;garden;;;500441;Tiago Quaresma;23/12/1987
239;441;20/01/2023;4303;Sims Group;04/03/2023;Benefit;garden;176.0;guess;500441;Tiago Quaresma;23/12/1987
235;441;23/06/2021;1665;Gill and Sons;14/09/2023;Benefit;garden;;;500441;Tiago Quaresma;23/12/1987
